,index,stimulus_type,stimulus_emotion,rated_emotion,rating
10767,7,B,surprise,sadness,2
10768,8,B,surprise,sadness,1
10769,9,B,surprise,sadness,1
10770,10,B,surprise,sadness,2
10771,11,B,surprise,sadness,3
10772,12,B,surprise,sadness,1
10773,13,B,surprise,sadness,2
10774,14,B,surprise,sadness,1
10775,15,B,surprise,sadness,2
10776,16,B,surprise,sadness,1
10777,17,B,surprise,sadness,1
10778,18,B,surprise,sadness,3
10779,19,B,surprise,sadness,1
10780,20,B,surprise,sadness,1
10781,21,B,surprise,sadness,1
10782,22,B,surprise,sadness,1
10783,23,B,surprise,sadness,1
10784,24,B,surprise,sadness,1
10785,25,B,surprise,sadness,1
10786,26,B,surprise,sadness,3
10787,27,B,surprise,sadness,1
10788,28,B,surprise,sadness,2
10789,29,B,surprise,sadness,1
10790,30,B,surprise,sadness,1
10791,31,B,surprise,sadness,3
10792,32,B,surprise,sadness,2
10793,33,B,surprise,sadness,2
10794,34,B,surprise,sadness,1
10795,35,B,surprise,sadness,1
10796,36,B,surprise,sadness,2
10797,37,B,surprise,sadness,1
10798,38,B,surprise,sadness,1
10799,39,B,surprise,sadness,1
10800,0,B,surprise,surprise,5
10801,1,B,surprise,surprise,7
10802,2,B,surprise,surprise,7
10803,3,B,surprise,surprise,2
10804,4,B,surprise,surprise,6
10805,5,B,surprise,surprise,7
10806,6,B,surprise,surprise,3
10807,7,B,surprise,surprise,6
10808,8,B,surprise,surprise,5
10809,9,B,surprise,surprise,7
10810,10,B,surprise,surprise,7
10811,11,B,surprise,surprise,4
10812,12,B,surprise,surprise,5
10813,13,B,surprise,surprise,6
10814,14,B,surprise,surprise,6
10815,15,B,surprise,surprise,4
10816,16,B,surprise,surprise,6
10817,17,B,surprise,surprise,4
10818,18,B,surprise,surprise,6
10819,19,B,surprise,surprise,1
10820,20,B,surprise,surprise,7
10821,21,B,surprise,surprise,2
10822,22,B,surprise,surprise,6
10823,23,B,surprise,surprise,3
10824,24,B,surprise,surprise,1
10825,25,B,surprise,surprise,7
10826,26,B,surprise,surprise,7
10827,27,B,surprise,surprise,3
10828,28,B,surprise,surprise,5
10829,29,B,surprise,surprise,3
10830,30,B,surprise,surprise,6
10831,31,B,surprise,surprise,7
10832,32,B,surprise,surprise,5
10833,33,B,surprise,surprise,7
10834,34,B,surprise,surprise,7
10835,35,B,surprise,surprise,3
10836,36,B,surprise,surprise,3
10837,37,B,surprise,surprise,1
10838,38,B,surprise,surprise,6
10839,39,B,surprise,surprise,6
10840,0,B,surprise,disgust,5
10841,1,B,surprise,disgust,1
10842,2,B,surprise,disgust,2
10843,3,B,surprise,disgust,1
10844,4,B,surprise,disgust,1
10845,5,B,surprise,disgust,2
10846,6,B,surprise,disgust,4
10847,7,B,surprise,disgust,2
10848,8,B,surprise,disgust,2
10849,9,B,surprise,disgust,1
10850,10,B,surprise,disgust,4
10851,11,B,surprise,disgust,3
10852,12,B,surprise,disgust,1
10853,13,B,surprise,disgust,2
10854,14,B,surprise,disgust,1
10855,15,B,surprise,disgust,2
10856,16,B,surprise,disgust,1
10857,17,B,surprise,disgust,1
10858,18,B,surprise,disgust,3
10859,19,B,surprise,disgust,1
10860,20,B,surprise,disgust,1
10861,21,B,surprise,disgust,4
10862,22,B,surprise,disgust,1
10863,23,B,surprise,disgust,1
10864,24,B,surprise,disgust,2
10865,25,B,surprise,disgust,1
10866,26,B,surprise,disgust,6
10867,27,B,surprise,disgust,6
10868,28,B,surprise,disgust,2
10869,29,B,surprise,disgust,1
10870,30,B,surprise,disgust,2
10871,31,B,surprise,disgust,4
10872,32,B,surprise,disgust,5
10873,33,B,surprise,disgust,2
10874,34,B,surprise,disgust,1
10875,35,B,surprise,disgust,1
10876,36,B,surprise,disgust,4
10877,37,B,surprise,disgust,1
10878,38,B,surprise,disgust,1
10879,39,B,surprise,disgust,1
10880,0,B,surprise,neutral,5
10881,1,B,surprise,neutral,5
10882,2,B,surprise,neutral,3
10883,3,B,surprise,neutral,7
10884,4,B,surprise,neutral,3
10885,5,B,surprise,neutral,1
10886,6,B,surprise,neutral,1
10887,7,B,surprise,neutral,2
10888,8,B,surprise,neutral,4
10889,9,B,surprise,neutral,1
10890,10,B,surprise,neutral,1
10891,11,B,surprise,neutral,2
10892,12,B,surprise,neutral,5
10893,13,B,surprise,neutral,2
10894,14,B,surprise,neutral,1
10895,15,B,surprise,neutral,1
10896,16,B,surprise,neutral,1
10897,17,B,surprise,neutral,1
10898,18,B,surprise,neutral,2
10899,19,B,surprise,neutral,2
10900,20,B,surprise,neutral,2
10901,21,B,surprise,neutral,1
10902,22,B,surprise,neutral,1
10903,23,B,surprise,neutral,2
10904,24,B,surprise,neutral,1
10905,25,B,surprise,neutral,1
10906,26,B,surprise,neutral,1
10907,27,B,surprise,neutral,1
10908,28,B,surprise,neutral,3
10909,29,B,surprise,neutral,1
10910,30,B,surprise,neutral,1
10911,31,B,surprise,neutral,1
10912,32,B,surprise,neutral,1
10913,33,B,surprise,neutral,4
10914,34,B,surprise,neutral,1
10915,35,B,surprise,neutral,1
10916,36,B,surprise,neutral,1
10917,37,B,surprise,neutral,2
10918,38,B,surprise,neutral,1
10919,39,B,surprise,neutral,1
10920,0,C,surprise,anger,5
10921,1,C,surprise,anger,1
10922,2,C,surprise,anger,2
10923,3,C,surprise,anger,1
10924,4,C,surprise,anger,2
10925,5,C,surprise,anger,3
10926,6,C,surprise,anger,4
10927,7,C,surprise,anger,5
10928,8,C,surprise,anger,2
10929,9,C,surprise,anger,1
10930,10,C,surprise,anger,4
10931,11,C,surprise,anger,3
10932,12,C,surprise,anger,2
10933,13,C,surprise,anger,3
10934,14,C,surprise,anger,1
10935,15,C,surprise,anger,2
10936,16,C,surprise,anger,1
10937,17,C,surprise,anger,4
10938,18,C,surprise,anger,5
10939,19,C,surprise,anger,2
10940,20,C,surprise,anger,1
10941,21,C,surprise,anger,1
10942,22,C,surprise,anger,2
10943,23,C,surprise,anger,1
10944,24,C,surprise,anger,5
10945,25,C,surprise,anger,1
10946,26,C,surprise,anger,2
10947,27,C,surprise,anger,1
10948,28,C,surprise,anger,1
10949,29,C,surprise,anger,1
10950,30,C,surprise,anger,3
10951,31,C,surprise,anger,4
10952,32,C,surprise,anger,5
10953,33,C,surprise,anger,4
10954,34,C,surprise,anger,1
10955,35,C,surprise,anger,1
10956,36,C,surprise,anger,3
10957,37,C,surprise,anger,1
10958,38,C,surprise,anger,1
10959,39,C,surprise,anger,1
10960,0,C,surprise,fear,6
10961,1,C,surprise,fear,2
10962,2,C,surprise,fear,2
10963,3,C,surprise,fear,1
10964,4,C,surprise,fear,5
10965,5,C,surprise,fear,2
10966,6,C,surprise,fear,2
10967,7,C,surprise,fear,4
10968,8,C,surprise,fear,2
10969,9,C,surprise,fear,2
10970,10,C,surprise,fear,1
10971,11,C,surprise,fear,2
10972,12,C,surprise,fear,2
10973,13,C,surprise,fear,5
10974,14,C,surprise,fear,1
10975,15,C,surprise,fear,2
10976,16,C,surprise,fear,3
10977,17,C,surprise,fear,1
10978,18,C,surprise,fear,5
10979,19,C,surprise,fear,1
10980,20,C,surprise,fear,1
10981,21,C,surprise,fear,1
10982,22,C,surprise,fear,2
10983,23,C,surprise,fear,2
10984,24,C,surprise,fear,5
10985,25,C,surprise,fear,2
10986,26,C,surprise,fear,5
10987,27,C,surprise,fear,1
10988,28,C,surprise,fear,1
10989,29,C,surprise,fear,1
10990,30,C,surprise,fear,3
10991,31,C,surprise,fear,5
10992,32,C,surprise,fear,4
10993,33,C,surprise,fear,4
10994,34,C,surprise,fear,2
10995,35,C,surprise,fear,1
10996,36,C,surprise,fear,2
10997,37,C,surprise,fear,1
10998,38,C,surprise,fear,4
10999,39,C,surprise,fear,1
11000,0,C,surprise,happiness,4
11001,1,C,surprise,happiness,4
11002,2,C,surprise,happiness,3
11003,3,C,surprise,happiness,1
11004,4,C,surprise,happiness,1
11005,5,C,surprise,happiness,1
11006,6,C,surprise,happiness,1
11007,7,C,surprise,happiness,2
11008,8,C,surprise,happiness,2
11009,9,C,surprise,happiness,5
11010,10,C,surprise,happiness,1
11011,11,C,surprise,happiness,3
11012,12,C,surprise,happiness,3
11013,13,C,surprise,happiness,2
11014,14,C,surprise,happiness,1
11015,15,C,surprise,happiness,1
11016,16,C,surprise,happiness,1
11017,17,C,surprise,happiness,1
11018,18,C,surprise,happiness,1
11019,19,C,surprise,happiness,1
11020,20,C,surprise,happiness,1
11021,21,C,surprise,happiness,1
11022,22,C,surprise,happiness,1
11023,23,C,surprise,happiness,1
11024,24,C,surprise,happiness,1
11025,25,C,surprise,happiness,1
11026,26,C,surprise,happiness,1
11027,27,C,surprise,happiness,1
11028,28,C,surprise,happiness,1
11029,29,C,surprise,happiness,1
11030,30,C,surprise,happiness,3
11031,31,C,surprise,happiness,3
11032,32,C,surprise,happiness,2
11033,33,C,surprise,happiness,1
11034,34,C,surprise,happiness,1
11035,35,C,surprise,happiness,1
11036,36,C,surprise,happiness,2
11037,37,C,surprise,happiness,1
11038,38,C,surprise,happiness,1
11039,39,C,surprise,happiness,1
11040,0,C,surprise,sadness,5
11041,1,C,surprise,sadness,2
11042,2,C,surprise,sadness,3
11043,3,C,surprise,sadness,1
11044,4,C,surprise,sadness,1
11045,5,C,surprise,sadness,2
11046,6,C,surprise,sadness,1
11047,7,C,surprise,sadness,3
11048,8,C,surprise,sadness,2
11049,9,C,surprise,sadness,2
11050,10,C,surprise,sadness,1
11051,11,C,surprise,sadness,2
11052,12,C,surprise,sadness,1
11053,13,C,surprise,sadness,3
11054,14,C,surprise,sadness,1
11055,15,C,surprise,sadness,2
11056,16,C,surprise,sadness,1
11057,17,C,surprise,sadness,7
11058,18,C,surprise,sadness,2
11059,19,C,surprise,sadness,1
11060,20,C,surprise,sadness,1
11061,21,C,surprise,sadness,1
11062,22,C,surprise,sadness,2
11063,23,C,surprise,sadness,2
11064,24,C,surprise,sadness,1
11065,25,C,surprise,sadness,1
11066,26,C,surprise,sadness,2
11067,27,C,surprise,sadness,1
11068,28,C,surprise,sadness,1
11069,29,C,surprise,sadness,1
11070,30,C,surprise,sadness,1
11071,31,C,surprise,sadness,3
11072,32,C,surprise,sadness,4
11073,33,C,surprise,sadness,1
11074,34,C,surprise,sadness,1
11075,35,C,surprise,sadness,1
11076,36,C,surprise,sadness,2
11077,37,C,surprise,sadness,1
11078,38,C,surprise,sadness,1
11079,39,C,surprise,sadness,1
11080,0,C,surprise,surprise,3
11081,1,C,surprise,surprise,7
11082,2,C,surprise,surprise,5
11083,3,C,surprise,surprise,7
11084,4,C,surprise,surprise,7
11085,5,C,surprise,surprise,5
11086,6,C,surprise,surprise,6
11087,7,C,surprise,surprise,5
11088,8,C,surprise,surprise,6
11089,9,C,surprise,surprise,6
11090,10,C,surprise,surprise,7
11091,11,C,surprise,surprise,6
11092,12,C,surprise,surprise,7
11093,13,C,surprise,surprise,4
11094,14,C,surprise,surprise,6
11095,15,C,surprise,surprise,4
11096,16,C,surprise,surprise,7
11097,17,C,surprise,surprise,1
11098,18,C,surprise,surprise,6
11099,19,C,surprise,surprise,6
11100,20,C,surprise,surprise,3
11101,21,C,surprise,surprise,4
11102,22,C,surprise,surprise,7
11103,23,C,surprise,surprise,5
11104,24,C,surprise,surprise,1
11105,25,C,surprise,surprise,7
11106,26,C,surprise,surprise,6
11107,27,C,surprise,surprise,6
11108,28,C,surprise,surprise,5
11109,29,C,surprise,surprise,5
11110,30,C,surprise,surprise,5
11111,31,C,surprise,surprise,7
11112,32,C,surprise,surprise,4
11113,33,C,surprise,surprise,7
11114,34,C,surprise,surprise,6
11115,35,C,surprise,surprise,6
11116,36,C,surprise,surprise,4
11117,37,C,surprise,surprise,7
11118,38,C,surprise,surprise,5
11119,39,C,surprise,surprise,4
11120,0,C,surprise,disgust,5
11121,1,C,surprise,disgust,2
11122,2,C,surprise,disgust,2
11123,3,C,surprise,disgust,1
11124,4,C,surprise,disgust,2
11125,5,C,surprise,disgust,2
11126,6,C,surprise,disgust,2
11127,7,C,surprise,disgust,4
11128,8,C,surprise,disgust,2
11129,9,C,surprise,disgust,1
11130,10,C,surprise,disgust,2
11131,11,C,surprise,disgust,2
11132,12,C,surprise,disgust,2
11133,13,C,surprise,disgust,2
11134,14,C,surprise,disgust,1
11135,15,C,surprise,disgust,2
11136,16,C,surprise,disgust,1
11137,17,C,surprise,disgust,1
11138,18,C,surprise,disgust,4
11139,19,C,surprise,disgust,2
11140,20,C,surprise,disgust,1
11141,21,C,surprise,disgust,1
11142,22,C,surprise,disgust,2
11143,23,C,surprise,disgust,2
11144,24,C,surprise,disgust,2
11145,25,C,surprise,disgust,1
11146,26,C,surprise,disgust,2
11147,27,C,surprise,disgust,2
11148,28,C,surprise,disgust,1
11149,29,C,surprise,disgust,1
11150,30,C,surprise,disgust,2
11151,31,C,surprise,disgust,4
11152,32,C,surprise,disgust,5
11153,33,C,surprise,disgust,2
11154,34,C,surprise,disgust,2
11155,35,C,surprise,disgust,1
11156,36,C,surprise,disgust,2
11157,37,C,surprise,disgust,1
11158,38,C,surprise,disgust,1
11159,39,C,surprise,disgust,1
11160,0,C,surprise,neutral,4
11161,1,C,surprise,neutral,6
11162,2,C,surprise,neutral,3
11163,3,C,surprise,neutral,1
11164,4,C,surprise,neutral,2
11165,5,C,surprise,neutral,1
11166,6,C,surprise,neutral,1
11167,7,C,surprise,neutral,2
11168,8,C,surprise,neutral,5
11169,9,C,surprise,neutral,2
11170,10,C,surprise,neutral,1
11171,11,C,surprise,neutral,2
11172,12,C,surprise,neutral,2
11173,13,C,surprise,neutral,1
11174,14,C,surprise,neutral,1
11175,15,C,surprise,neutral,1
11176,16,C,surprise,neutral,1
11177,17,C,surprise,neutral,1
11178,18,C,surprise,neutral,1
11179,19,C,surprise,neutral,4
11180,20,C,surprise,neutral,2
11181,21,C,surprise,neutral,3
11182,22,C,surprise,neutral,1
11183,23,C,surprise,neutral,2
11184,24,C,surprise,neutral,1
11185,25,C,surprise,neutral,1
11186,26,C,surprise,neutral,2
11187,27,C,surprise,neutral,1
11188,28,C,surprise,neutral,4
11189,29,C,surprise,neutral,1
11190,30,C,surprise,neutral,3
11191,31,C,surprise,neutral,2
11192,32,C,surprise,neutral,3
11193,33,C,surprise,neutral,2
11194,34,C,surprise,neutral,1
11195,35,C,surprise,neutral,1
11196,36,C,surprise,neutral,2
11197,37,C,surprise,neutral,1
11198,38,C,surprise,neutral,1
11199,39,C,surprise,neutral,1
11200,0,D,surprise,anger,4
11201,1,D,surprise,anger,2
11202,2,D,surprise,anger,2
11203,3,D,surprise,anger,1
11204,4,D,surprise,anger,3
11205,5,D,surprise,anger,2
11206,6,D,surprise,anger,4
11207,7,D,surprise,anger,3
11208,8,D,surprise,anger,1
11209,9,D,surprise,anger,2
11210,10,D,surprise,anger,4
11211,11,D,surprise,anger,4
11212,12,D,surprise,anger,3
11213,13,D,surprise,anger,5
11214,14,D,surprise,anger,3
11215,15,D,surprise,anger,2
11216,16,D,surprise,anger,1
11217,17,D,surprise,anger,1
11218,18,D,surprise,anger,4
11219,19,D,surprise,anger,2
11220,20,D,surprise,anger,1
11221,21,D,surprise,anger,1
11222,22,D,surprise,anger,1
11223,23,D,surprise,anger,1
11224,24,D,surprise,anger,5
11225,25,D,surprise,anger,1
11226,26,D,surprise,anger,3
11227,27,D,surprise,anger,2
11228,28,D,surprise,anger,1
11229,29,D,surprise,anger,1
11230,30,D,surprise,anger,1
11231,31,D,surprise,anger,3
11232,32,D,surprise,anger,5
11233,33,D,surprise,anger,3
11234,34,D,surprise,anger,3
11235,35,D,surprise,anger,1
11236,36,D,surprise,anger,2
11237,37,D,surprise,anger,1
11238,38,D,surprise,anger,1
11239,39,D,surprise,anger,1
11240,0,D,surprise,fear,3
11241,1,D,surprise,fear,2
11242,2,D,surprise,fear,2
11243,3,D,surprise,fear,2
11244,4,D,surprise,fear,6
11245,5,D,surprise,fear,2
11246,6,D,surprise,fear,2
11247,7,D,surprise,fear,5
11248,8,D,surprise,fear,2
11249,9,D,surprise,fear,3
11250,10,D,surprise,fear,3
11251,11,D,surprise,fear,3
11252,12,D,surprise,fear,2
11253,13,D,surprise,fear,4
11254,14,D,surprise,fear,1
11255,15,D,surprise,fear,3
11256,16,D,surprise,fear,1
11257,17,D,surprise,fear,1
11258,18,D,surprise,fear,6
11259,19,D,surprise,fear,6
11260,20,D,surprise,fear,1
11261,21,D,surprise,fear,2
11262,22,D,surprise,fear,4
11263,23,D,surprise,fear,2
11264,24,D,surprise,fear,4
11265,25,D,surprise,fear,1
11266,26,D,surprise,fear,6
11267,27,D,surprise,fear,4
11268,28,D,surprise,fear,1
11269,29,D,surprise,fear,1
11270,30,D,surprise,fear,1
11271,31,D,surprise,fear,6
11272,32,D,surprise,fear,3
11273,33,D,surprise,fear,5
11274,34,D,surprise,fear,1
11275,35,D,surprise,fear,1
11276,36,D,surprise,fear,3
11277,37,D,surprise,fear,1
11278,38,D,surprise,fear,3
11279,39,D,surprise,fear,3
11280,0,D,surprise,happiness,6
11281,1,D,surprise,happiness,2
11282,2,D,surprise,happiness,3
11283,3,D,surprise,happiness,1
11284,4,D,surprise,happiness,1
11285,5,D,surprise,happiness,1
11286,6,D,surprise,happiness,1
11287,7,D,surprise,happiness,2
11288,8,D,surprise,happiness,2
11289,9,D,surprise,happiness,1
11290,10,D,surprise,happiness,1
11291,11,D,surprise,happiness,3
11292,12,D,surprise,happiness,3
11293,13,D,surprise,happiness,2
11294,14,D,surprise,happiness,1
11295,15,D,surprise,happiness,1
11296,16,D,surprise,happiness,1
11297,17,D,surprise,happiness,1
11298,18,D,surprise,happiness,1
11299,19,D,surprise,happiness,1
11300,20,D,surprise,happiness,1
11301,21,D,surprise,happiness,1
11302,22,D,surprise,happiness,1
11303,23,D,surprise,happiness,2
11304,24,D,surprise,happiness,1
11305,25,D,surprise,happiness,1
11306,26,D,surprise,happiness,2
11307,27,D,surprise,happiness,1
11308,28,D,surprise,happiness,1
11309,29,D,surprise,happiness,1
11310,30,D,surprise,happiness,2
11311,31,D,surprise,happiness,1
11312,32,D,surprise,happiness,2
11313,33,D,surprise,happiness,2
11314,34,D,surprise,happiness,1
11315,35,D,surprise,happiness,1
11316,36,D,surprise,happiness,2
11317,37,D,surprise,happiness,1
11318,38,D,surprise,happiness,1
11319,39,D,surprise,happiness,1
11320,0,D,surprise,sadness,5
11321,1,D,surprise,sadness,2
11322,2,D,surprise,sadness,2
11323,3,D,surprise,sadness,4
11324,4,D,surprise,sadness,1
11325,5,D,surprise,sadness,2
11326,6,D,surprise,sadness,1
11327,7,D,surprise,sadness,3
11328,8,D,surprise,sadness,2
11329,9,D,surprise,sadness,2
11330,10,D,surprise,sadness,1
11331,11,D,surprise,sadness,2
11332,12,D,surprise,sadness,5
11333,13,D,surprise,sadness,3
11334,14,D,surprise,sadness,1
11335,15,D,surprise,sadness,2
11336,16,D,surprise,sadness,1
11337,17,D,surprise,sadness,1
11338,18,D,surprise,sadness,3
11339,19,D,surprise,sadness,2
11340,20,D,surprise,sadness,1
11341,21,D,surprise,sadness,1
11342,22,D,surprise,sadness,1
11343,23,D,surprise,sadness,1
11344,24,D,surprise,sadness,1
11345,25,D,surprise,sadness,1
11346,26,D,surprise,sadness,2
11347,27,D,surprise,sadness,3
11348,28,D,surprise,sadness,2
11349,29,D,surprise,sadness,1
11350,30,D,surprise,sadness,2
11351,31,D,surprise,sadness,4
11352,32,D,surprise,sadness,3
11353,33,D,surprise,sadness,3
11354,34,D,surprise,sadness,1
11355,35,D,surprise,sadness,1
11356,36,D,surprise,sadness,3
11357,37,D,surprise,sadness,1
11358,38,D,surprise,sadness,1
11359,39,D,surprise,sadness,1
11360,0,D,surprise,surprise,5
11361,1,D,surprise,surprise,6
11362,2,D,surprise,surprise,6
11363,3,D,surprise,surprise,5
11364,4,D,surprise,surprise,6
11365,5,D,surprise,surprise,7
11366,6,D,surprise,surprise,6
11367,7,D,surprise,surprise,7
11368,8,D,surprise,surprise,6
11369,9,D,surprise,surprise,6
11370,10,D,surprise,surprise,5
11371,11,D,surprise,surprise,5
11372,12,D,surprise,surprise,7
11373,13,D,surprise,surprise,7
11374,14,D,surprise,surprise,6
11375,15,D,surprise,surprise,3
11376,16,D,surprise,surprise,5
11377,17,D,surprise,surprise,7
11378,18,D,surprise,surprise,7
11379,19,D,surprise,surprise,6
11380,20,D,surprise,surprise,7
11381,21,D,surprise,surprise,5
11382,22,D,surprise,surprise,7
11383,23,D,surprise,surprise,5
11384,24,D,surprise,surprise,2
11385,25,D,surprise,surprise,7
11386,26,D,surprise,surprise,7
11387,27,D,surprise,surprise,7
11388,28,D,surprise,surprise,3
11389,29,D,surprise,surprise,6
11390,30,D,surprise,surprise,5
11391,31,D,surprise,surprise,7
11392,32,D,surprise,surprise,5
11393,33,D,surprise,surprise,7
11394,34,D,surprise,surprise,7
11395,35,D,surprise,surprise,4
11396,36,D,surprise,surprise,3
11397,37,D,surprise,surprise,6
11398,38,D,surprise,surprise,6
11399,39,D,surprise,surprise,7
11400,0,D,surprise,disgust,4
11401,1,D,surprise,disgust,1
11402,2,D,surprise,disgust,3
11403,3,D,surprise,disgust,2
11404,4,D,surprise,disgust,1
11405,5,D,surprise,disgust,2
11406,6,D,surprise,disgust,3
11407,7,D,surprise,disgust,5
11408,8,D,surprise,disgust,2
11409,9,D,surprise,disgust,1
11410,10,D,surprise,disgust,4
11411,11,D,surprise,disgust,3
11412,12,D,surprise,disgust,4
11413,13,D,surprise,disgust,4
11414,14,D,surprise,disgust,1
11415,15,D,surprise,disgust,2
11416,16,D,surprise,disgust,1
11417,17,D,surprise,disgust,1
11418,18,D,surprise,disgust,4
11419,19,D,surprise,disgust,2
11420,20,D,surprise,disgust,1
11421,21,D,surprise,disgust,2
11422,22,D,surprise,disgust,2
11423,23,D,surprise,disgust,1
11424,24,D,surprise,disgust,3
11425,25,D,surprise,disgust,2
11426,26,D,surprise,disgust,3
11427,27,D,surprise,disgust,5
11428,28,D,surprise,disgust,1
11429,29,D,surprise,disgust,1
11430,30,D,surprise,disgust,1
11431,31,D,surprise,disgust,4
11432,32,D,surprise,disgust,5
11433,33,D,surprise,disgust,4
11434,34,D,surprise,disgust,2
11435,35,D,surprise,disgust,1
11436,36,D,surprise,disgust,2
11437,37,D,surprise,disgust,1
11438,38,D,surprise,disgust,1
11439,39,D,surprise,disgust,1
11440,0,D,surprise,neutral,4
11441,1,D,surprise,neutral,5
11442,2,D,surprise,neutral,3
11443,3,D,surprise,neutral,1
11444,4,D,surprise,neutral,3
11445,5,D,surprise,neutral,2
11446,6,D,surprise,neutral,1
11447,7,D,surprise,neutral,2
11448,8,D,surprise,neutral,4
11449,9,D,surprise,neutral,2
11450,10,D,surprise,neutral,1
11451,11,D,surprise,neutral,3
11452,12,D,surprise,neutral,3
11453,13,D,surprise,neutral,1
11454,14,D,surprise,neutral,1
11455,15,D,surprise,neutral,2
11456,16,D,surprise,neutral,3
11457,17,D,surprise,neutral,1
11458,18,D,surprise,neutral,2
11459,19,D,surprise,neutral,4
11460,20,D,surprise,neutral,1
11461,21,D,surprise,neutral,1
11462,22,D,surprise,neutral,1
11463,23,D,surprise,neutral,2
11464,24,D,surprise,neutral,1
11465,25,D,surprise,neutral,1
11466,26,D,surprise,neutral,1
11467,27,D,surprise,neutral,2
11468,28,D,surprise,neutral,3
11469,29,D,surprise,neutral,1
11470,30,D,surprise,neutral,3
11471,31,D,surprise,neutral,1
11472,32,D,surprise,neutral,2
11473,33,D,surprise,neutral,3
11474,34,D,surprise,neutral,1
11475,35,D,surprise,neutral,1
11476,36,D,surprise,neutral,2
11477,37,D,surprise,neutral,1
11478,38,D,surprise,neutral,1
11479,39,D,surprise,neutral,1
11480,0,E,surprise,anger,5
11481,1,E,surprise,anger,2
11482,2,E,surprise,anger,5
11483,3,E,surprise,anger,2
11484,4,E,surprise,anger,1
11485,5,E,surprise,anger,4
11486,6,E,surprise,anger,5
11487,7,E,surprise,anger,5
11488,8,E,surprise,anger,1
11489,9,E,surprise,anger,3
11490,10,E,surprise,anger,4
11491,11,E,surprise,anger,2
11492,12,E,surprise,anger,2
11493,13,E,surprise,anger,2
11494,14,E,surprise,anger,1
11495,15,E,surprise,anger,2
11496,16,E,surprise,anger,1
11497,17,E,surprise,anger,1
11498,18,E,surprise,anger,4
11499,19,E,surprise,anger,1
11500,20,E,surprise,anger,1
11501,21,E,surprise,anger,2
11502,22,E,surprise,anger,1
11503,23,E,surprise,anger,1
11504,24,E,surprise,anger,1
11505,25,E,surprise,anger,1
11506,26,E,surprise,anger,3
11507,27,E,surprise,anger,1
11508,28,E,surprise,anger,2
11509,29,E,surprise,anger,1
11510,30,E,surprise,anger,2
11511,31,E,surprise,anger,4
11512,32,E,surprise,anger,3
11513,33,E,surprise,anger,2
11514,34,E,surprise,anger,2
11515,35,E,surprise,anger,1
11516,36,E,surprise,anger,4
11517,37,E,surprise,anger,1
11518,38,E,surprise,anger,1
11519,39,E,surprise,anger,1
11520,0,E,surprise,fear,4
11521,1,E,surprise,fear,2
11522,2,E,surprise,fear,5
11523,3,E,surprise,fear,1
11524,4,E,surprise,fear,1
11525,5,E,surprise,fear,5
11526,6,E,surprise,fear,2
11527,7,E,surprise,fear,5
11528,8,E,surprise,fear,2
11529,9,E,surprise,fear,2
11530,10,E,surprise,fear,5
11531,11,E,surprise,fear,2
11532,12,E,surprise,fear,3
11533,13,E,surprise,fear,5
11534,14,E,surprise,fear,3
11535,15,E,surprise,fear,3
11536,16,E,surprise,fear,1
11537,17,E,surprise,fear,1
11538,18,E,surprise,fear,6
11539,19,E,surprise,fear,6
11540,20,E,surprise,fear,1
11541,21,E,surprise,fear,1
11542,22,E,surprise,fear,1
11543,23,E,surprise,fear,2
11544,24,E,surprise,fear,1
11545,25,E,surprise,fear,3
11546,26,E,surprise,fear,6
11547,27,E,surprise,fear,2
11548,28,E,surprise,fear,1
11549,29,E,surprise,fear,2
11550,30,E,surprise,fear,3
11551,31,E,surprise,fear,4
11552,32,E,surprise,fear,2
11553,33,E,surprise,fear,4
11554,34,E,surprise,fear,4
11555,35,E,surprise,fear,1
11556,36,E,surprise,fear,3
11557,37,E,surprise,fear,3
11558,38,E,surprise,fear,2
11559,39,E,surprise,fear,1
11560,0,E,surprise,happiness,4
11561,1,E,surprise,happiness,2
11562,2,E,surprise,happiness,4
11563,3,E,surprise,happiness,2
11564,4,E,surprise,happiness,1
11565,5,E,surprise,happiness,1
11566,6,E,surprise,happiness,1
11567,7,E,surprise,happiness,2
11568,8,E,surprise,happiness,2
11569,9,E,surprise,happiness,1
11570,10,E,surprise,happiness,1
11571,11,E,surprise,happiness,3
11572,12,E,surprise,happiness,4
11573,13,E,surprise,happiness,2
11574,14,E,surprise,happiness,2
11575,15,E,surprise,happiness,1
11576,16,E,surprise,happiness,3
11577,17,E,surprise,happiness,1
11578,18,E,surprise,happiness,1
11579,19,E,surprise,happiness,1
11580,20,E,surprise,happiness,1
11581,21,E,surprise,happiness,1
11582,22,E,surprise,happiness,1
11583,23,E,surprise,happiness,1
11584,24,E,surprise,happiness,1
11585,25,E,surprise,happiness,1
11586,26,E,surprise,happiness,1
11587,27,E,surprise,happiness,1
11588,28,E,surprise,happiness,1
11589,29,E,surprise,happiness,1
11590,30,E,surprise,happiness,1
11591,31,E,surprise,happiness,2
11592,32,E,surprise,happiness,2
11593,33,E,surprise,happiness,3
11594,34,E,surprise,happiness,1
11595,35,E,surprise,happiness,1
11596,36,E,surprise,happiness,2
11597,37,E,surprise,happiness,1
11598,38,E,surprise,happiness,1
11599,39,E,surprise,happiness,1
11600,0,E,surprise,sadness,5
11601,1,E,surprise,sadness,2
